Model_NM	QcParam_NO	Prefix_NM	Column_NO	Search_NM	MachinePrefix_NM	Del_FG	UpdUser_CD	LastUpd_DT	Header_NM	StartUp_FG	EquipPart_ID	XPath	XPath_SearchNO
MD-Syringe8	2924	OR	20	NULL	EM40053	0	42940     	2016-06-16 19:00:00.000	NULL	1		NULL	NULL
MD-Syringe8	2925	OR	21	NULL	EM40053	0	42940     	2016-06-16 19:00:00.000	NULL	1		NULL	NULL
MD-Syringe8	2926	OR	27	NULL	EM40053	0	42940     	2016-06-16 19:00:00.000	NULL	1		NULL	NULL
MD-Syringe8	2927	OR	28	NULL	EM40053	0	42940     	2016-06-16 19:00:00.000	NULL	1		NULL	NULL
MD-Syringe8	2928	OR	29	NULL	EM40053	0	42940     	2016-06-16 19:00:00.000	NULL	1		NULL	NULL
MD-Syringe8	2929	AM	4	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	2930	AM	6	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	2931	AM	8	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	2932	AM	10	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	2933	AM	12	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	2934	AM	24	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	2935	AM	27	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	2936	AM	30	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	2937	AM	4	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	2938	AM	6	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	2939	AM	8	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	2940	AM	10	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	2941	AM	12	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	2942	AM	24	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	2943	AM	27	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	2944	AM	30	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	2945	AM	4	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	2946	AM	6	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	2947	AM	8	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	2948	AM	10	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	2949	AM	12	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	2950	AM	24	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	2951	AM	27	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	2952	AM	30	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	2953	AM	4	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	2954	AM	6	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	2955	AM	8	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	2956	AM	10	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	2957	AM	12	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	2958	AM	24	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	2959	AM	27	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	2960	AM	30	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	2961	AM	4	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	2962	AM	6	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	2963	AM	8	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	2964	AM	10	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	2965	AM	12	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	2966	AM	24	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	2967	AM	27	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	2968	AM	30	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	2969	AM	0	ìfèoéûä‘	EM40054	0	42940     	2017-06-27 17:47:08.780	NULL	0		NULL	NULL
MD-Syringe8	2970	AM	0	ìfèoéûä‘	EM40054	0	42940     	2017-06-27 17:47:16.353	NULL	0		NULL	NULL
MD-Syringe8	2971	AM	0	ìfèoéûä‘	EM40054	0	42940     	2017-06-27 17:47:21.230	NULL	0		NULL	NULL
MD-Syringe8	2972	AM	0	ìfèoéûä‘	EM40054	0	42940     	2017-06-27 17:47:25.680	NULL	0		NULL	NULL
MD-Syringe8	2973	AM	0	ìfèoéûä‘	EM40054	0	42940     	2017-06-27 17:47:32.940	NULL	0		NULL	NULL
MD-Syringe8	2974	AM	5	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	2975	AM	7	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	2976	AM	9	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	2977	AM	11	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	2978	AM	13	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	2979	AM	25	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	2980	AM	28	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	2981	AM	31	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	2982	AM	5	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	2983	AM	7	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	2984	AM	9	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	2985	AM	11	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	2986	AM	13	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	2987	AM	25	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	2988	AM	28	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	2989	AM	31	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	2990	AM	5	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	2991	AM	7	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	2992	AM	9	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	2993	AM	11	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	2994	AM	13	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	2995	AM	25	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	2996	AM	28	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	2997	AM	31	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	2998	AM	5	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	2999	AM	7	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	3000	AM	9	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	3001	AM	11	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	3002	AM	13	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	3003	AM	25	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	3004	AM	28	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	3005	AM	31	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	3006	AM	5	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	3007	AM	7	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	3008	AM	9	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	3009	AM	11	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	3010	AM	13	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	3011	AM	25	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	3012	AM	28	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	3013	AM	31	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	3014	AM	0	 ﬁ∑≠∞—à≥	EM40054	0	42940     	2017-06-27 17:49:24.847	NULL	0		NULL	NULL
MD-Syringe8	3015	AM	0	 ﬁ∑≠∞—à≥	EM40054	0	42940     	2017-06-27 17:49:30.087	NULL	0		NULL	NULL
MD-Syringe8	3016	AM	0	 ﬁ∑≠∞—à≥	EM40054	0	42940     	2017-06-27 17:49:38.037	NULL	0		NULL	NULL
MD-Syringe8	3017	AM	0	 ﬁ∑≠∞—à≥	EM40054	0	42940     	2017-06-27 17:49:43.913	NULL	0		NULL	NULL
MD-Syringe8	3018	AM	0	 ﬁ∑≠∞—à≥	EM40054	0	42940     	2017-06-27 17:49:47.370	NULL	0		NULL	NULL
MD-Syringe8	3019	AM	15	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	3020	AM	16	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	3021	AM	17	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	3022	AM	18	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	3023	AM	19	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	3024	AM	23	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	3025	AM	26	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	3026	AM	29	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	3027	AM	15	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	3028	AM	16	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	3029	AM	17	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	3030	AM	18	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	3031	AM	19	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	3032	AM	23	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	3033	AM	26	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	3034	AM	29	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	3035	AM	15	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	3036	AM	16	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	3037	AM	17	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	3038	AM	18	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	3039	AM	19	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	3040	AM	23	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	3041	AM	26	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	3042	AM	29	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	3043	AM	15	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	3044	AM	16	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	3045	AM	17	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	3046	AM	18	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	3047	AM	19	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	3048	AM	23	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	3049	AM	26	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	3050	AM	29	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	3051	AM	15	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	3052	AM	16	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	3053	AM	17	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	3054	AM	18	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	3055	AM	19	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	3056	AM	23	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	3057	AM	26	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	3058	AM	29	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	3059	AM	0	ìfèoà≥óÕ	EM40054	0	42940     	2017-06-27 17:51:57.537	NULL	0		NULL	NULL
MD-Syringe8	3060	AM	0	ìfèoà≥óÕ	EM40054	0	42940     	2017-06-27 17:52:02.233	NULL	0		NULL	NULL
MD-Syringe8	3061	AM	0	ìfèoà≥óÕ	EM40054	0	42940     	2017-06-27 17:52:07.470	NULL	0		NULL	NULL
MD-Syringe8	3062	AM	0	ìfèoà≥óÕ	EM40054	0	42940     	2017-06-27 17:52:11.353	NULL	0		NULL	NULL
MD-Syringe8	3063	AM	0	ìfèoà≥óÕ	EM40054	0	42940     	2017-06-27 17:52:16.320	NULL	0		NULL	NULL
MD-Syringe8	3064	EF	4	NULL	EM40055	0	42940     	2016-06-16 19:00:00.000	NULL	1		NULL	NULL
MD-Syringe8	3065	EM	5	NULL	EM40056	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	3066	EM	6	NULL	EM40056	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	3067	EM	7	NULL	EM40056	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	3068	EF	8	NULL	EM40055	0	42940     	2016-06-16 19:00:00.000	NULL	1		NULL	NULL
MD-Syringe8	3069	EM	35	NULL	EM40056	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	3070	EM	36	NULL	EM40056	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	3071	EM	37	NULL	EM40056	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	3072	EM	4	NULL	EM40056	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	3073	EF	5	NULL	EM40055	0	42940     	2016-06-16 19:00:00.000	NULL	1		NULL	NULL
MD-Syringe8	3074	EF	6	NULL	EM40055	0	42940     	2016-06-16 19:00:00.000	NULL	1		NULL	NULL
MD-Syringe8	3075	EF	7	NULL	EM40055	0	42940     	2016-06-16 19:00:00.000	NULL	1		NULL	NULL
MD-Syringe8	3076	EM	8	NULL	EM40056	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	3077	EF	11	NULL	EM40055	0	42940     	2016-06-16 19:00:00.000	NULL	1		NULL	NULL
MD-Syringe8	3078	EF	12	NULL	EM40055	0	42940     	2016-06-16 19:00:00.000	NULL	1		NULL	NULL
MD-Syringe8	3079	EF	13	NULL	EM40055	0	42940     	2016-06-16 19:00:00.000	NULL	1		NULL	NULL
MD-Syringe8	3080	EM	9	NULL	EM40056	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	3081	EM	10	NULL	EM40056	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	3082	EM	11	NULL	EM40056	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	3083	EM	12	NULL	EM40056	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	3084	EM	13	NULL	EM40056	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	3089	EM	14	NULL	EM40056	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	3090	EM	15	NULL	EM40056	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	3091	EM	16	NULL	EM40056	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	3092	EM	17	NULL	EM40056	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	3093	EM	27	NULL	EM40056	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
MD-Syringe8	3094	PR	4	NULL	EM40052	0	42940     	2016-06-16 19:00:00.000	NULLL	1		NULL	NULL
MD-Syringe8	3095	OR	4	NULL	EM40053	0	42940     	2016-06-16 19:00:00.000	NULLL	1		NULL	NULL
MD-Syringe8	3096	OR	5	NULL	EM40053	0	42940     	2016-06-16 19:00:00.000	NULLL	1		NULL	NULL
MD-Syringe8	3097	OR	6	NULL	EM40053	0	42940     	2016-06-16 19:00:00.000	NULLL	1		NULL	NULL
MD-Syringe8	3098	OR	7	NULL	EM40053	0	42940     	2016-06-16 19:00:00.000	NULLL	1		NULL	NULL
MD-Syringe8	3099	OR	8	NULL	EM40053	0	42940     	2016-06-16 19:00:00.000	NULLL	1		NULL	NULL
MD-Syringe8	3100	OR	24	NULL	EM40053	0	42940     	2016-06-16 19:00:00.000	NULLL	1		NULL	NULL
MD-Syringe8	3101	OR	25	NULL	EM40053	0	42940     	2016-06-16 19:00:00.000	NULLL	1		NULL	NULL
MD-Syringe8	3102	OR	26	NULL	EM40053	0	42940     	2016-06-16 19:00:00.000	NULLL	1		NULL	NULL
MD-Syringe8	3103	OR	9	NULL	EM40053	0	42940     	2016-06-16 19:00:00.000	NULLL	1		NULL	NULL
MD-Syringe8	3104	OR	10	NULL	EM40053	0	42940     	2016-06-16 19:00:00.000	NULLL	1		NULL	NULL
MD-Syringe8	3105	OR	11	NULL	EM40053	0	42940     	2016-06-16 19:00:00.000	NULLL	1		NULL	NULL
MD-Syringe8	3106	OR	12	NULL	EM40053	0	42940     	2016-06-16 19:00:00.000	NULLL	1		NULL	NULL
MD-Syringe8	3107	OR	13	NULL	EM40053	0	42940     	2016-06-16 19:00:00.000	NULLL	1		NULL	NULL
MD-Syringe8	3108	OR	14	NULL	EM40053	0	42940     	2016-06-16 19:00:00.000	NULLL	1		NULL	NULL
MD-Syringe8	3109	OR	17	NULL	EM40053	0	42940     	2016-06-16 19:00:00.000	NULLL	1		NULL	NULL
MD-Syringe8	3110	OR	18	NULL	EM40053	0	42940     	2016-06-16 19:00:00.000	NULLL	1		NULL	NULL
MD-Syringe8	3111	OR	19	NULL	EM40053	0	42940     	2016-06-16 19:00:00.000	NULLL	1		NULL	NULL
MD-Syringe8	3112	OR	20	NULL	EM40053	0	42940     	2016-06-16 19:00:00.000	NULLL	1		NULL	NULL
MD-Syringe8	3113	OR	21	NULL	EM40053	0	42940     	2016-06-16 19:00:00.000	NULLL	1		NULL	NULL
MD-Syringe8	3114	OR	27	NULL	EM40053	0	42940     	2016-06-16 19:00:00.000	NULLL	1		NULL	NULL
MD-Syringe8	3115	OR	28	NULL	EM40053	0	42940     	2016-06-16 19:00:00.000	NULLL	1		NULL	NULL
MD-Syringe8	3116	OR	29	NULL	EM40053	0	42940     	2016-06-16 19:00:00.000	NULLL	1		NULL	NULL
MD-Syringe8	3117	SF	6	1	EM40050	0	42940     	2016-06-16 19:00:00.000	NULLL	1		NULL	NULL
MD-Syringe8	3118	SF	6	2	EM40050	0	42940     	2016-06-16 19:00:00.000	NULLL	1		NULL	NULL
MD-Syringe8	3119	SF	6	3	EM40050	0	42940     	2016-06-16 19:00:00.000	NULLL	1		NULL	NULL
MD-Syringe8	3120	SF	6	4	EM40050	0	42940     	2016-06-16 19:00:00.000	NULLL	1		NULL	NULL
MD-Syringe8	3121	SF	6	5	EM40050	0	42940     	2016-06-16 19:00:00.000	NULLL	1		NULL	NULL
MD-Syringe8	3122	SF	6	6	EM40050	0	42940     	2016-06-16 19:00:00.000	NULLL	1		NULL	NULL
MD-Syringe8	3123	SF	6	7	EM40050	0	42940     	2016-06-16 19:00:00.000	NULLL	1		NULL	NULL
MD-Syringe8	3124	SF	6	8	EM40050	0	42940     	2016-06-16 19:00:00.000	NULLL	1		NULL	NULL
MD-Syringe8	3125	SM	6	1	EM40051	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3126	SM	6	2	EM40051	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3127	SM	6	3	EM40051	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3128	SM	6	4	EM40051	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3129	SM	6	5	EM40051	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3130	SM	6	6	EM40051	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3131	SM	6	7	EM40051	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3132	SM	6	8	EM40051	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
